gw,mesh,mode,sensorSF,meshSF,total_sent,total_rcv,total_drop,total_rcv_correct,total_rcv_started,total_collision,radio_der_pct,collision_pct,der_pct,sensitivity_loss_pct,collision_loss_pct
2,3,MIN,8,12,140,36,0,36,280,0,12.857142857142856,0.0,25.71428571428571,-100.0,0.0
2,3,MIN,9,7,140,46,0,46,280,0,16.428571428571427,0.0,32.857142857142854,-100.0,0.0
2,3,MIN,9,8,140,45,0,45,280,0,16.071428571428573,0.0,32.142857142857146,-100.0,0.0
2,3,MIN,9,9,140,46,0,46,280,0,16.428571428571427,0.0,32.857142857142854,-100.0,0.0
2,3,MIN,9,10,140,50,0,50,280,0,17.857142857142858,0.0,35.714285714285715,-100.0,0.0
2,3,MIN,9,11,140,49,0,49,280,0,17.5,0.0,35.0,-100.0,0.0
2,3,MIN,9,12,140,46,0,46,280,0,16.428571428571427,0.0,32.857142857142854,-100.0,0.0
2,3,MIN,10,7,140,63,0,63,280,0,22.5,0.0,45.0,-100.0,0.0
2,3,MIN,10,8,140,63,0,63,280,0,22.5,0.0,45.0,-100.0,0.0
2,3,MIN,7,9,140,26,0,26,280,0,9.285714285714286,0.0,18.571428571428573,-100.0,0.0
2,3,MIN,10,9,140,57,0,57,280,0,20.357142857142858,0.0,40.714285714285715,-100.0,0.0
2,3,MIN,10,10,140,64,0,64,280,0,22.857142857142858,0.0,45.714285714285715,-100.0,0.0
2,3,MIN,10,11,140,59,0,59,280,0,21.071428571428573,0.0,42.142857142857146,-100.0,0.0
2,3,MIN,10,12,140,63,0,63,280,0,22.5,0.0,45.0,-100.0,0.0
2,3,MIN,11,7,140,72,0,72,280,0,25.71428571428571,0.0,51.42857142857142,-100.0,0.0
2,3,MIN,11,8,140,66,0,66,280,0,23.57142857142857,0.0,47.14285714285714,-100.0,0.0
2,3,MIN,11,9,140,69,0,69,280,0,24.642857142857146,0.0,49.28571428571429,-100.0,0.0
2,3,MIN,11,10,140,69,0,69,280,0,24.642857142857146,0.0,49.28571428571429,-100.0,0.0
2,3,MIN,11,11,140,74,0,74,280,0,26.42857142857143,0.0,52.85714285714286,-100.0,0.0
2,3,MIN,11,12,140,73,0,73,280,0,26.071428571428573,0.0,52.142857142857146,-100.0,0.0
2,3,MIN,7,10,140,26,0,26,280,0,9.285714285714286,0.0,18.571428571428573,-100.0,0.0
2,3,MIN,12,7,140,103,0,103,280,0,36.78571428571429,0.0,73.57142857142858,-100.0,0.0
2,3,MIN,12,8,140,112,0,112,280,0,40.0,0.0,80.0,-100.0,0.0
2,3,MIN,12,9,140,112,0,112,280,0,40.0,0.0,80.0,-100.0,0.0
2,3,MIN,12,10,140,100,0,100,280,0,35.714285714285715,0.0,71.42857142857143,-100.0,0.0
2,3,MIN,12,11,140,111,0,111,280,0,39.64285714285714,0.0,79.28571428571428,-100.0,0.0
2,3,MIN,12,12,140,113,0,113,280,0,40.35714285714286,0.0,80.71428571428572,-100.0,0.0
2,3,MIN,7,11,140,25,0,25,280,0,8.928571428571429,0.0,17.857142857142858,-100.0,0.0
2,3,MIN,7,12,140,25,0,25,280,0,8.928571428571429,0.0,17.857142857142858,-100.0,0.0
2,3,MIN,8,7,140,36,0,36,280,0,12.857142857142856,0.0,25.71428571428571,-100.0,0.0
2,3,MIN,8,8,140,38,0,38,280,0,13.571428571428571,0.0,27.142857142857142,-100.0,0.0
2,3,MIN,8,9,140,38,0,38,280,0,13.571428571428571,0.0,27.142857142857142,-100.0,0.0
2,3,MIN,8,10,140,38,0,38,280,0,13.571428571428571,0.0,27.142857142857142,-100.0,0.0
2,4,MAX,7,7,140,31,0,31,280,0,11.071428571428571,0.0,22.142857142857142,-100.0,0.0
2,4,MAX,7,8,140,30,0,30,280,0,10.714285714285714,0.0,21.428571428571427,-100.0,0.0
2,4,MAX,8,11,140,37,0,37,280,0,13.214285714285715,0.0,26.42857142857143,-100.0,0.0
2,4,MAX,8,12,140,36,0,36,280,0,12.857142857142856,0.0,25.71428571428571,-100.0,0.0
2,4,MAX,9,7,140,51,0,51,280,0,18.21428571428571,0.0,36.42857142857142,-100.0,0.0
2,4,MAX,9,8,140,47,0,47,280,0,16.785714285714285,0.0,33.57142857142857,-100.0,0.0
2,4,MAX,9,9,140,48,0,48,280,0,17.142857142857142,0.0,34.285714285714285,-100.0,0.0
2,4,MAX,9,10,140,48,0,48,280,0,17.142857142857142,0.0,34.285714285714285,-100.0,0.0
2,4,MAX,9,11,140,41,0,41,280,0,14.642857142857144,0.0,29.28571428571429,-100.0,0.0
2,4,MAX,9,12,140,49,0,49,280,0,17.5,0.0,35.0,-100.0,0.0
2,4,MAX,10,7,140,64,0,64,280,0,22.857142857142858,0.0,45.714285714285715,-100.0,0.0
2,4,MAX,10,8,140,60,0,60,280,0,21.428571428571427,0.0,42.857142857142854,-100.0,0.0
2,4,MAX,7,9,140,26,0,26,280,0,9.285714285714286,0.0,18.571428571428573,-100.0,0.0
2,4,MAX,10,9,140,63,0,63,280,0,22.5,0.0,45.0,-100.0,0.0
2,4,MAX,10,10,140,63,0,63,280,0,22.5,0.0,45.0,-100.0,0.0
2,4,MAX,10,11,140,56,0,56,280,0,20.0,0.0,40.0,-100.0,0.0
2,4,MAX,10,12,140,65,0,65,280,0,23.214285714285715,0.0,46.42857142857143,-100.0,0.0
2,4,MAX,11,7,140,67,0,67,280,0,23.92857142857143,0.0,47.85714285714286,-100.0,0.0
2,4,MAX,11,8,140,71,0,71,280,0,25.357142857142854,0.0,50.71428571428571,-100.0,0.0
2,4,MAX,11,9,140,77,0,77,280,0,27.500000000000004,0.0,55.00000000000001,-100.0,0.0
2,4,MAX,11,10,140,65,0,65,280,0,23.214285714285715,0.0,46.42857142857143,-100.0,0.0
2,4,MAX,11,11,140,69,0,69,280,0,24.642857142857146,0.0,49.28571428571429,-100.0,0.0
2,4,MAX,11,12,140,70,0,70,280,0,25.0,0.0,50.0,-100.0,0.0
2,4,MAX,7,10,140,28,0,28,280,0,10.0,0.0,20.0,-100.0,0.0
2,4,MAX,12,7,140,105,0,105,280,0,37.5,0.0,75.0,-100.0,0.0
2,4,MAX,12,8,140,100,0,100,280,0,35.714285714285715,0.0,71.42857142857143,-100.0,0.0
2,4,MAX,12,9,140,108,0,108,280,0,38.57142857142858,0.0,77.14285714285715,-100.0,0.0
2,4,MAX,12,10,140,101,0,101,280,0,36.07142857142857,0.0,72.14285714285714,-100.0,0.0
2,4,MAX,12,11,140,107,0,107,280,0,38.21428571428571,0.0,76.42857142857142,-100.0,0.0
2,4,MAX,12,12,140,98,0,98,280,0,35.0,0.0,70.0,-100.0,0.0
2,4,MAX,7,11,140,25,0,25,280,0,8.928571428571429,0.0,17.857142857142858,-100.0,0.0
2,4,MAX,7,12,140,31,0,31,280,0,11.071428571428571,0.0,22.142857142857142,-100.0,0.0
2,4,MAX,8,7,140,39,0,39,280,0,13.928571428571429,0.0,27.857142857142858,-100.0,0.0
2,4,MAX,8,8,140,35,0,35,280,0,12.5,0.0,25.0,-100.0,0.0
2,4,MAX,8,9,140,35,0,35,280,0,12.5,0.0,25.0,-100.0,0.0
2,4,MAX,8,10,140,36,0,36,280,0,12.857142857142856,0.0,25.71428571428571,-100.0,0.0
2,4,MIN,7,7,140,31,0,31,280,0,11.071428571428571,0.0,22.142857142857142,-100.0,0.0
2,4,MIN,7,8,140,30,0,30,280,0,10.714285714285714,0.0,21.428571428571427,-100.0,0.0
2,4,MIN,8,11,140,37,0,37,280,0,13.214285714285715,0.0,26.42857142857143,-100.0,0.0
2,4,MIN,8,12,140,36,0,36,280,0,12.857142857142856,0.0,25.71428571428571,-100.0,0.0
2,4,MIN,9,7,140,51,0,51,280,0,18.21428571428571,0.0,36.42857142857142,-100.0,0.0
2,4,MIN,9,8,140,47,0,47,280,0,16.785714285714285,0.0,33.57142857142857,-100.0,0.0
2,4,MIN,9,9,140,48,0,48,280,0,17.142857142857142,0.0,34.285714285714285,-100.0,0.0
2,4,MIN,9,10,140,48,0,48,280,0,17.142857142857142,0.0,34.285714285714285,-100.0,0.0
2,4,MIN,9,11,140,41,0,41,280,0,14.642857142857144,0.0,29.28571428571429,-100.0,0.0
2,4,MIN,9,12,140,49,0,49,280,0,17.5,0.0,35.0,-100.0,0.0
2,4,MIN,10,7,140,64,0,64,280,0,22.857142857142858,0.0,45.714285714285715,-100.0,0.0
